variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


0.2	0			0.00412372	-0.00162125	0.0044308	-21.462	-0.0617335	0.010376	0.0625958	170.454	0.00769427	0.00164986	0.00786787	12.114	-2.636062e-11
0.202	1			0.00376703	-0.0015545	0.00407508	-22.416	-0.0617373	0.0103799	0.0625997	170.454	0.00763324	0.0016594	0.00781256	12.264	-1.421487e-11
0.204	2			0.00360204	-0.00152398	0.00391105	-22.932	-0.0617526	0.0103913	0.0626187	170.448	0.00759509	0.00166322	0.00777629	12.348	-2.137669e-11
0.206	3			0.00320913	-0.00145341	0.00352289	-24.348	-0.0617716	0.0104027	0.0626378	170.436	0.00757602	0.00166322	0.00775531	12.384	-2.146042e-11
0.208	4			0.00298502	-0.00141526	0.00330259	-25.356	-0.0617945	0.0104218	0.0626645	170.424	0.00763896	0.00165559	0.00781637	12.234	-1.861247e-11
0.21	5			0.00332166	-0.00147343	0.00363351	-23.916	-0.0618289	0.0104409	0.0627027	170.412	0.00773624	0.00163651	0.00790793	11.94	-1.413111e-11
0.212	6			0.00422195	-0.00164033	0.00452903	-21.228	-0.0618632	0.0104638	0.0627408	170.394	0.00786978	0.00160981	0.00803381	11.574	-2.32195e-11
0.214	7			0.0048838	-0.00176621	0.00519279	-19.878	-0.0619013	0.0104943	0.0627789	170.376	0.00804335	0.00158311	0.00819784	11.148	-1.723037e-11
0.216	8			0.00507262	-0.00179959	0.00538161	-19.53	-0.0619547	0.0105324	0.0628438	170.352	0.00829512	0.00153924	0.00843626	10.518	-2.116729e-11
0.218	9			0.0051842	-0.00182248	0.00549415	-19.362	-0.062012	0.010582	0.0629048	170.316	0.00861937	0.00148392	0.00874525	9.774	-2.259124e-11
0.22	10			0.00564483	-0.00191499	0.00596049	-18.732	-0.0620692	0.0106393	0.0629735	170.274	0.00905997	0.00141526	0.00917059	8.886	-2.347078e-11
