variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


0.28	0			0.00533727	-0.00200607	0.00570157	-20.598	-0.0492861	0.00933462	0.0501597	169.272	0.0169326	-0.000197412	0.0169336	-0.666	-2.06228e-11
0.282	1			0.00456384	-0.00185157	0.00492528	-22.08	-0.0491717	0.00926596	0.0500376	169.326	0.0161496	-5.14986e-05	0.0161496	-0.18	-1.660217e-11
0.284	2			0.00394776	-0.00172663	0.00430873	-23.616	-0.0491068	0.00921637	0.0499613	169.368	0.0155554	5.9128e-05	0.0155554	0.222	-2.037154e-11
0.286	3			0.00331737	-0.0016017	0.00368358	-25.764	-0.0490687	0.00918967	0.0499156	169.392	0.0151616	0.000132562	0.0151625	0.498	-1.12413e-11
0.288	4			0.00264026	-0.00146342	0.00301839	-28.992	-0.0490382	0.00915915	0.0498812	169.416	0.0148011	0.000198365	0.014803	0.768	-2.125104e-11
0.29	5			0.00217344	-0.00137044	0.00256969	-32.226	-0.0490115	0.00914007	0.0498545	169.434	0.0145484	0.000245096	0.0145503	0.966	-2.053911e-11
0.292	6			0.00167943	-0.00127126	0.0021062	-37.116	-0.0489924	0.00912863	0.0498316	169.446	0.0143252	0.000286104	0.0143281	1.146	-1.551324e-11
0.294	7			0.00140525	-0.0012188	0.00185967	-40.932	-0.0489848	0.00911719	0.049824	169.452	0.0141488	0.000318529	0.0141516	1.29	-1.735602e-11
0.296	8			0.00138284	-0.00121165	0.00183821	-41.214	-0.0489771	0.00910956	0.0498126	169.464	0.0139952	0.000345232	0.013999	1.416	-2.032969e-11
0.298	9			0.00138951	-0.00121451	0.00184537	-41.142	-0.0489695	0.00910574	0.0498049	169.464	0.0138837	0.000365259	0.0138884	1.512	-2.460161e-11
0.3	10			0.00131274	-0.0011983	0.00177718	-42.384	-0.0489695	0.00910193	0.0498049	169.47	0.0137625	0.000389101	0.0137683	1.62	-1.693725e-11
