variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


12.0	0			-0.000192643	-0.000774626	0.00079811	-103.962	-0.0490077	0.00897223	0.0498164	169.626	0.010273	0.000845913	0.0103074	4.704	-1.815143e-11
11.99	1			-0.000193954	-0.000774864	0.000798587	-104.046	-0.0490077	0.00897223	0.0498164	169.626	0.0100403	0.000881199	0.0100785	5.016	-2.154389e-11
11.98	2			-0.000190974	-0.000772122	0.000795249	-103.89	-0.0490077	0.00897223	0.0498164	169.626	0.00997645	0.000890736	0.0100165	5.106	-2.104131e-11
11.97	3			-0.00018859	-0.000769977	0.000792626	-103.764	-0.0490077	0.00897223	0.0498164	169.626	0.00980192	0.000918392	0.00984484	5.352	-2.129259e-11
11.96	4			-0.000193001	-0.000767116	0.000790957	-104.124	-0.0490115	0.00897223	0.0498202	169.626	0.00970083	0.000931744	0.00974566	5.49	-2.028742e-11
11.95	5			-0.00019014	-0.000765804	0.000788931	-103.944	-0.0490115	0.0089646	0.0498202	169.632	0.00953394	0.000954632	0.00958258	5.724	-1.974291e-11
11.94	6			-0.000189663	-0.000764254	0.000787262	-103.938	-0.0490077	0.0089646	0.0498164	169.632	0.00942999	0.000971798	0.00947958	5.886	-2.133444e-11
11.93	7			-0.00018859	-0.000763658	0.000786547	-103.866	-0.0490115	0.0089646	0.0498202	169.632	0.00930601	0.000990875	0.00935942	6.078	-2.342852e-11
11.92	8			-0.000190021	-0.000762586	0.000785712	-103.992	-0.0490153	0.0089646	0.049824	169.632	0.00920206	0.00100518	0.00925738	6.234	-2.171139e-11
11.91	9			-0.000189424	-0.00076187	0.000784997	-103.962	-0.0490115	0.0089646	0.0498202	169.632	0.00906664	0.00102711	0.00912386	6.462	-1.81096e-11
11.9	10			-0.000188948	-0.000759248	0.000782255	-103.974	-0.0490115	0.00896078	0.0498202	169.632	0.00897413	0.00104047	0.00903422	6.612	-1.882155e-11
11.89	11			-0.000189186	-0.000759963	0.00078297	-103.974	-0.0490153	0.00896078	0.049824	169.638	0.0088225	0.00106335	0.0088864	6.876	-2.229776e-11
11.88	12			-0.000188828	-0.000758413	0.000781421	-103.98	-0.0490153	0.00896078	0.049824	169.638	0.00875098	0.00107384	0.00881678	6.996	-1.844465e-11
11.87	13			-0.000187994	-0.000757102	0.00077999	-103.944	-0.0490153	0.00895697	0.049824	169.638	0.00863749	0.00108815	0.00870615	7.182	-1.735567e-11
11.86	14			-0.00018263	-0.000756506	0.000778083	-103.572	-0.0490153	0.00895697	0.049824	169.638	0.0085755	0.00110055	0.00864607	7.314	-2.158577e-11
11.85	15			-0.000187756	-0.000754599	0.000777487	-103.968	-0.0490153	0.00895315	0.049824	169.644	0.00850588	0.00110913	0.00857741	7.434	-1.852838e-11
11.84	16			-0.00018263	-0.000754241	0.000775937	-103.602	-0.0490153	0.00894934	0.0498202	169.644	0.00839239	0.00112725	0.00846773	7.65	-2.049679e-11
11.83	17			-0.000187398	-0.000754122	0.000776891	-103.95	-0.0490153	0.00894934	0.0498202	169.644	0.00830847	0.00113869	0.00838667	7.806	-1.760698e-11
11.82	18			-0.000185491	-0.000753764	0.000776175	-103.824	-0.0490153	0.00894934	0.049824	169.65	0.0082503	0.00114728	0.00832945	7.92	-1.978482e-11
11.81	19			-0.000183464	-0.000753406	0.000775341	-103.68	-0.0490153	0.00894934	0.049824	169.65	0.00818545	0.00115777	0.00826651	8.052	-1.961729e-11
11.8	20			-0.00018561	-0.000751499	0.00077391	-103.872	-0.0490153	0.00894552	0.0498202	169.656	0.0080958	0.00117112	0.00818068	8.238	-2.313533e-11
