variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


0.1	0			0.00141383	-0.000919346	0.00168658	-33.024	-0.0736547	0.0112343	0.0745015	171.324	0.00216772	0.00279237	0.00353529	52.182	-2.070637e-11
0.105	1			0.00237228	-0.00109435	0.00261261	-24.762	-0.0731015	0.0112496	0.0739598	171.246	0.00313284	0.00262262	0.00408557	39.936	-2.246537e-11
0.11	2			0.0036502	-0.00133658	0.00388719	-20.106	-0.0725598	0.0112992	0.0734334	171.144	0.00440887	0.00240137	0.00502113	28.578	-2.573218e-11
0.115	3			0.00537637	-0.00165129	0.00562432	-17.07	-0.0721135	0.0114213	0.07301	171.0	0.00612739	0.00211526	0.00648311	19.05	-2.31774e-11
0.12	4			0.0067983	-0.00191546	0.00706294	-15.732	-0.0714231	0.0115052	0.0723386	170.85	0.00778106	0.0018406	0.00799567	13.314	-2.648604e-11
0.125	5			0.0084253	-0.00223495	0.00871664	-14.856	-0.0708814	0.0116044	0.0718236	170.7	0.00932413	0.00157738	0.00945669	9.606	-1.764903e-11
0.13	6			0.00976664	-0.0025139	0.0100852	-14.436	-0.0700116	0.0116501	0.0709729	170.55	0.0108424	0.00131512	0.0109215	6.918	-2.250731e-11
0.135	7			0.0108052	-0.00272943	0.0111447	-14.172	-0.0691342	0.0116616	0.070107	170.424	0.012105	0.00107957	0.0121537	5.1	-1.597372e-11
0.14	8			0.0113755	-0.0028782	0.0117341	-14.196	-0.0682378	0.0116311	0.0692143	170.322	0.012909	0.000926975	0.0129424	4.11	-1.367023e-11
0.145	9			0.0120431	-0.00303175	0.0124179	-14.124	-0.0673146	0.0115662	0.068295	170.25	0.0135785	0.000787739	0.0136014	3.324	-1.777463e-11
0.15	10			0.0125514	-0.00314809	0.0129405	-14.076	-0.0664983	0.0115014	0.0674787	170.184	0.0138608	0.000721935	0.0138789	2.982	-1.710456e-11
